title,clean_title,clean_token,sentiment
"Tahun ini diperkirakan terdapat 207 juta penganggur, naik dari 186 juta di 2019, dan masih akan melonjak  akibat resesi global di 2023. #Opini #AdadiKompas
https://t.co/benq15i42O",juta anggur juta lonjak akibat resesi global,"['juta', 'anggur', 'juta', 'lonjak', 'akibat', 'resesi', 'global']",Negative
"Tahun ini diperkirakan terdapat 207 juta penganggur, naik dari 186 juta di 2019, dan masih akan melonjak  akibat resesi global di 2023. #Opini #AdadiKompas
https://t.co/QENPHqSxZz",juta anggur juta lonjak akibat resesi global,"['juta', 'anggur', 'juta', 'lonjak', 'akibat', 'resesi', 'global']",Negative
"RT @zakicha29230025: IKN Bisa terwujud, krn Karakter &amp; Leadership Jokowi yg Kuat, dibuktikan dg kbrhasilan
🎯Masif Infrastruktur
🎯Sukses tan…",wujud karakter leadership jokowi kuat bukti kbrhasilanmasif infrastruktursukses,"['wujud', 'karakter', 'leadership', 'jokowi', 'kuat', 'bukti', 'kbrhasilanmasif', 'infrastruktursukses']",Positive
Kerapuhan sistem kapitalisme menyebabkan mudahnya perekonomian dalam negeri maupun skala dunia goncang. ekonomi kapitalisme berdiri di atas sektor non riil dan sistem ribawi. Sehingga rentan terjadi krisis ekonomi. Hal ini semakin diperparah karena resesi ekonomi akibat pandemi. https://t.co/M7U8JbCGqd,rapuh sistem kapitalisme sebab mudah ekonomi negeri skala dunia goncang ekonomi kapitalisme diri sektor riil sistem ribawi rentan krisis ekonomi parah resesi ekonomi akibat pandemi,"['rapuh', 'sistem', 'kapitalisme', 'sebab', 'mudah', 'ekonomi', 'negeri', 'skala', 'dunia', 'goncang', 'ekonomi', 'kapitalisme', 'diri', 'sektor', 'riil', 'sistem', 'ribawi', 'rentan', 'krisis', 'ekonomi', 'parah', 'resesi', 'ekonomi', 'akibat', 'pandemi']",Negative
@devyrnti Ayok jual sebelum resesi guys 🙌🏻,ayok jual resesi guys,"['ayok', 'jual', 'resesi', 'guys']",Negative
"Cepat atau lambat, Gen Z juga akan mengalami masa menjadi generasi sandwich, terlebih resesi global yang berdampak nyata di negara-negara maju. Gen Z tidak ubahnya generasi lainnya, yakni sama-sama menjadi tumbal kapitalisme.

https://t.co/w5tzwKbeza

https://t.co/j2ggdu7dut https://t.co/gPgUBSoeSq",cepat lambat alami generasi sandwich resesi global dampak nyata negaranegara maju ubah generasi samasama tumbal kapitalisme,"['cepat', 'lambat', 'alami', 'generasi', 'sandwich', 'resesi', 'global', 'dampak', 'nyata', 'negaranegara', 'maju', 'ubah', 'generasi', 'samasama', 'tumbal', 'kapitalisme']",Negative
"*""Menghadapi Resesi Tanpa Depresi""*

Bersama Ustazah
*Teteh Hj. Khadijah Peggy Melati Sukma S.sos. M.H.*
_(Da'iyah, Aktifis Kemanusiaan, Penulis Buku)_

 ```🗓️ Sabtu, 5 november 2022
⏰ 19.45 WIB sd selesai
📲 Live by ZOOM

*Klik Link Join ini yah Bun.*
https://t.co/gIraE3UkjC",hadap resesi depresibersamaustazahteteh khadijah peggy melati sukma ssos mhdaiyah aktif manusia tulis buku sabtu november selesai live zoomklik link join,"['hadap', 'resesi', 'depresibersamaustazahteteh', 'khadijah', 'peggy', 'melati', 'sukma', 'ssos', 'mhdaiyah', 'aktif', 'manusia', 'tulis', 'buku', 'sabtu', 'november', 'selesai', 'live', 'zoomklik', 'link', 'join']",Positive
@bicaraboxoffice Resesi,resesi,['resesi'],Negative
"RT @SammiSoh: Menyedihkan 

Satu keluarga, empat org, ditemukan tewas mengering karena kelaparan di Jakbar. Di masa resesi begini jgn sampa…",sedih keluarga temu tewas ering lapar jakbar resesi sampa,"['sedih', 'keluarga', 'temu', 'tewas', 'ering', 'lapar', 'jakbar', 'resesi', 'sampa']",Negative
"Perang Rusi4 Ukr4in4 yg berkepanjangan kian memperburuk keadaan ekonomi dunia.. memperbesar peluang resesi.. salah satu penyebab konflik yaitu sentimen antr klompk beragama..diadakanlah Forum R20 ini.. hmm 

https://t.co/5MX4cpTDGF",perang rusi ukrin panjang kian buruk ekonomi dunia besar peluang resesi salah sebab konflik sentimen antr klompk beragamadiadakanlah forum,"['perang', 'rusi', 'ukrin', 'panjang', 'kian', 'buruk', 'ekonomi', 'dunia', 'besar', 'peluang', 'resesi', 'salah', 'sebab', 'konflik', 'sentimen', 'antr', 'klompk', 'beragamadiadakanlah', 'forum']",Negative
Mau cepet kaya menjelang resesi. Padahal gatau sistem blockchain kaya gmn hahaha netizen +62 https://t.co/VXd3HApqm7,cepet kaya jelang resesi gatau sistem blockchain kaya hahaha netizen,"['cepet', 'kaya', 'jelang', 'resesi', 'gatau', 'sistem', 'blockchain', 'kaya', 'hahaha', 'netizen']",Negative
"biasanya H-1minggu piala dunia wis ono sing ngabari ""pegang mana bosku, all in  ya, voor brapa"" sekarang belum ada, memang tanda2 resesi",hminggu piala dunia sing ngabari pegang bos voor brapa tanda resesi,"['hminggu', 'piala', 'dunia', 'sing', 'ngabari', 'pegang', 'bos', 'voor', 'brapa', 'tanda', 'resesi']",Negative
"@asboediono_id @asboedionoid Tidak begitu hebat, metode pengaturan inflasinya hanya dengan penambahan debit hutang, efisiensi anggaran tidak jadi perhatiannya sementara beliau yg gaungkan bakal terjadi resesi 2023, distribusi anggarannya cukup boros, orientasi pembiayaan BEP jangka panjang 🙏🙏🙏",hebat metode atur inflasi tambah debit hutang efisiensi anggar perhati beliau gaung resesi distribusi anggar boros orientasi biaya jangka,"['hebat', 'metode', 'atur', 'inflasi', 'tambah', 'debit', 'hutang', 'efisiensi', 'anggar', 'perhati', 'beliau', 'gaung', 'resesi', 'distribusi', 'anggar', 'boros', 'orientasi', 'biaya', 'jangka']",Negative
RT @txtdarikopi: Indonesia tuh tahan resesi buktinya jacoweek rame-rame aja,indonesia tahan resesi bukti jacoweek ramerame,"['indonesia', 'tahan', 'resesi', 'bukti', 'jacoweek', 'ramerame']",Negative
"Beberapa sektor industri terutama yang bersifat padat karya seperti tekstil, garmen, dan alas kaki mulai dibayangi ancaman resesi. Pemutusan Hubungan Kerja (PHK) pun mulai terjadi. Pengusaha mengusulkan sistem kerja ‘no work no pay‘ sebagai solusi. Sikap… https://t.co/0Iz33JIjuw",sektor industri sifat padat karya tekstil garmen alas kaki bayang ancam resesi putus hubung kerja usaha usul sistem kerja work solusi sikap,"['sektor', 'industri', 'sifat', 'padat', 'karya', 'tekstil', 'garmen', 'alas', 'kaki', 'bayang', 'ancam', 'resesi', 'putus', 'hubung', 'kerja', 'usaha', 'usul', 'sistem', 'kerja', 'work', 'solusi', 'sikap']",Neutral
"kondisi blm membaik, penyakit menakuti kita, resesi menghantui, disaat seperti ini kt hrs lbh dkt dan ingat padaNya dan berdzikir,ktk perang badar rosulalloh Mohamad SAW terdesak kemudian sll berdzikir  nabi Ibrahim dihukum dibakar api sll berdzikir. Atas ijin Alloh semua menang",kondisi baik sakit takut resesi hantu saat berdzikirktk perang badar rosulalloh mohamad desak berdzikir nabi ibrahim hukum bakar berdzikir ijin alloh menang,"['kondisi', 'baik', 'sakit', 'takut', 'resesi', 'hantu', 'saat', 'berdzikirktk', 'perang', 'badar', 'rosulalloh', 'mohamad', 'desak', 'berdzikir', 'nabi', 'ibrahim', 'hukum', 'bakar', 'berdzikir', 'ijin', 'alloh', 'menang']",Negative
"#Lebanonnews
#FinancialCrisis 
#resesi #Resesi2023 #ResesiEkonomi 
Krisis Uang Fiat Melanda Dunia
#TrustInGodInvestInGold https://t.co/LfkilXU2X7",krisis uang fiat landa dunia,"['krisis', 'uang', 'fiat', 'landa', 'dunia']",Negative
"Memasuki Ganasnya Musim Dingin, Zona Euro Terjerembab Dalam Resesi dan Mahalnya Harga Energi https://t.co/3VbhPH9eRB",pasuk ganas musim dingin zona euro terjerembab resesi mahal harga energi,"['pasuk', 'ganas', 'musim', 'dingin', 'zona', 'euro', 'terjerembab', 'resesi', 'mahal', 'harga', 'energi']",Negative
Kinerja Ekonomi Terkini dan Jurus Pemerintah dalam Menangkal Dampak Resesi Global https://t.co/NNZ4QQozRw,kerja ekonomi kini jurus perintah tangkal dampak resesi global,"['kerja', 'ekonomi', 'kini', 'jurus', 'perintah', 'tangkal', 'dampak', 'resesi', 'global']",Negative
"Menyedihkan 

Satu keluarga, empat org, ditemukan tewas mengering karena kelaparan di Jakbar. Di masa resesi begini jgn sampai hal ini terjadi lagi. Pemda dan masyarakat wajib peka dgn tetangga kita dan kita semua mesti siap ulurkan tangan demi kemanusiaan
https://t.co/8xxY7nAxa7",sedih keluarga temu tewas ering lapar jakbar resesi pemda masyarakat wajib peka tetangga mesti ulur tangan manusia,"['sedih', 'keluarga', 'temu', 'tewas', 'ering', 'lapar', 'jakbar', 'resesi', 'pemda', 'masyarakat', 'wajib', 'peka', 'tetangga', 'mesti', 'ulur', 'tangan', 'manusia']",Negative
Resesi di depan mata. Siapkan tabunganmu. Semua Perusahaan raksasa sudah ikat pinggang sekencang-kencangnya.,resesi mata siap tabung usaha raksasa ikat pinggang sekencangkencangnya,"['resesi', 'mata', 'siap', 'tabung', 'usaha', 'raksasa', 'ikat', 'pinggang', 'sekencangkencangnya']",Neutral
Dirut PNM Optimistis Sektor Ultra Mikro Tahan Resesi 2023 https://t.co/8xlO8WYuyH #Terbaru #2023 #Berita #dirut https://t.co/TOga32fZ30,dirut optimistis sektor ultra mikro tahan resesi,"['dirut', 'optimistis', 'sektor', 'ultra', 'mikro', 'tahan', 'resesi']",Neutral
@memefess salah satu cara agar tidak menuju resesi 🥲👍🏻,salah resesi,"['salah', 'resesi']",Negative
terheran-heran gasie? yg keliatannya gerrr di luar ternyata dalamny amsyong jg (emng bener jgn resign dulu deh menghadapi resesi) XIXIIXIXIXIX,terheranheran gasie liat gerrr dalamny amsyong emng bener resign hadap resesi xixiixixixix,"['terheranheran', 'gasie', 'liat', 'gerrr', 'dalamny', 'amsyong', 'emng', 'bener', 'resign', 'hadap', 'resesi', 'xixiixixixix']",Negative
"Harga Emas Naik di Tengah Ancaman Resesi, Pegadaian Semringah https://t.co/UrL5QcFey2",harga emas ancam resesi gadai semringah,"['harga', 'emas', 'ancam', 'resesi', 'gadai', 'semringah']",Negative
"@barcagoattt @nohamm_kdj @aissaifaire @zeerTwt Dire merguez au lieu de mahrez sa ta tellement blessé que tu nous abandonne comme ça😭😭😭 wesh frérot résesi toi, mbappé aussi il c fait allumé après le penalty contre la suisse c'est pas pour autant qu'il a arrêter de jouer avec la France😭😭😭",dire merguez lieu mahrez tellement bless nous abandonne comme wesh frrot rsesi mbapp aussi fait allum aprs penalty contre suisse cest pour autant quil arrter jouer avec france,"['dire', 'merguez', 'lieu', 'mahrez', 'tellement', 'bless', 'nous', 'abandonne', 'comme', 'wesh', 'frrot', 'rsesi', 'mbapp', 'aussi', 'fait', 'allum', 'aprs', 'penalty', 'contre', 'suisse', 'cest', 'pour', 'autant', 'quil', 'arrter', 'jouer', 'avec', 'france']",Neutral
"RT @santri_gayengan: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusan…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
"RT @NasrulohYusuf: Kontribusi santri, kiyai, dan masyarakat terhadap bangsa dan negara sudah dipastikan mampu menghadapi resesi ini secara…",kontribusi santri kiyai masyarakat bangsa negara hadap resesi,"['kontribusi', 'santri', 'kiyai', 'masyarakat', 'bangsa', 'negara', 'hadap', 'resesi']",Negative
"RT @syabieIIa: @kaivelock pengen tanya, maaf agak oot sedikit. berhubung tahun 2023 akan ada resesi, apakah akan berdampak terhadap oruin d…",ken maaf hubung resesi dampak oruin,"['ken', 'maaf', 'hubung', 'resesi', 'dampak', 'oruin']",Negative
"RT @santri_gayengan: Kontribusi santri, kiyai, dan masyarakat terhadap bangsa dan negara sudah dipastikan mampu menghadapi resesi ini secar…",kontribusi santri kiyai masyarakat bangsa negara hadap resesi secar,"['kontribusi', 'santri', 'kiyai', 'masyarakat', 'bangsa', 'negara', 'hadap', 'resesi', 'secar']",Negative
"RT @PapanTulis006: Kontribusi santri, kiyai, dan masyarakat terhadap bangsa dan negara sudah dipastikan mampu menghadapi resesi ini secara…",kontribusi santri kiyai masyarakat bangsa negara hadap resesi,"['kontribusi', 'santri', 'kiyai', 'masyarakat', 'bangsa', 'negara', 'hadap', 'resesi']",Negative
"RT @Yusup_Rochani: Haul Pahlawan Nasional, Wagup Jateng Ajak Warga Bersatu Hadapi Resesi Global
#SantriGayengNusantara
#PanglimaSGN
#GusYas…",haul pahlawan nasional wagup jateng ajak warga satu hadap resesi global,"['haul', 'pahlawan', 'nasional', 'wagup', 'jateng', 'ajak', 'warga', 'satu', 'hadap', 'resesi', 'global']",Neutral
"RT @PapanTulis006: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusanta…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
"RT @iid_ak: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusantara 
#Wa…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
"RT @ruzaikzl_05: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusantara…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
"Sri Mulyani Bongkar Penyelamat RI dari Kelamnya Resesi Global - https://t.co/XPIEDROsXI 

#IDCORNER",mulyani bongkar selamat kelam resesi global,"['mulyani', 'bongkar', 'selamat', 'kelam', 'resesi', 'global']",Neutral
"RT @ChannelJhonna: Kontribusi santri, kiyai, dan masyarakat terhadap bangsa dan negara sudah dipastikan mampu menghadapi resesi ini secara…",kontribusi santri kiyai masyarakat bangsa negara hadap resesi,"['kontribusi', 'santri', 'kiyai', 'masyarakat', 'bangsa', 'negara', 'hadap', 'resesi']",Negative
"RT @NasrulohYusuf: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusanta…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
resesi + pandemi lg doanya sih smoga kuat aja🙏🏻,resesi pandemi doa smoga kuat,"['resesi', 'pandemi', 'doa', 'smoga', 'kuat']",Negative
tetap hahahihi meskipun thn depan resesi,hahahihi resesi,"['hahahihi', 'resesi']",Negative
"RT @DenResched: @VeritasArdentur Padahal dah sering diberitakan kenapa negara kita masih aman dr resesi, krna sebagian besar utang kita dri…",berita negara aman resesi krna utang,"['berita', 'negara', 'aman', 'resesi', 'krna', 'utang']",Negative
"IKN Bisa terwujud, krn Karakter &amp; Leadership Jokowi yg Kuat, dibuktikan dg kbrhasilan
🎯Masif Infrastruktur
🎯Sukses tangani pandmi
🎯Ekonomi pulih-tahan resesi
🎯Pningkatan investasi
🎯Pmbenahan birokrasi &amp; UU
Why Indonesia is building a whole new capital
https://t.co/DgwPUU8ryP",wujud karakter leadership jokowi kuat bukti kbrhasilanmasif infrastruktursukses tangan pandmiekonomi pulihtahan resesipningkatan investasipmbenahan birokrasi uuwhy indonesia building whole capital,"['wujud', 'karakter', 'leadership', 'jokowi', 'kuat', 'bukti', 'kbrhasilanmasif', 'infrastruktursukses', 'tangan', 'pandmiekonomi', 'pulihtahan', 'resesipningkatan', 'investasipmbenahan', 'birokrasi', 'uuwhy', 'indonesia', 'building', 'whole', 'capital']",Positive
"RT @NidyaLuna: Indonesia semakin menjauh dari resiko resesi yang diprediksi akan terjadi di banyak negara tahun 2023

Salah satunya karena…",indonesia jauh resiko resesi prediksi negara salah satu,"['indonesia', 'jauh', 'resiko', 'resesi', 'prediksi', 'negara', 'salah', 'satu']",Negative
"@aethernalshine Miracle(s) happen, but it is highy unlikely in these days, terutama karena gaung resesi yang semakin kencang. But for those who stand, they will be stronger.",miracles happen highy unlikely these days gaung resesi kencang those stand they will stronger,"['miracles', 'happen', 'highy', 'unlikely', 'these', 'days', 'gaung', 'resesi', 'kencang', 'those', 'stand', 'they', 'will', 'stronger']",Negative
24 jam sekarang kurang bgt gila prediksi resesi juga nih bikin shift gue nambah teruss😭😠,gila prediksi resesi bikin shift nambah teruss,"['gila', 'prediksi', 'resesi', 'bikin', 'shift', 'nambah', 'teruss']",Negative
Goro2 isu resesi kabeh do diet ngene kwkwkwk,goro resesi kabeh diet ngene kwkwkwk,"['goro', 'resesi', 'kabeh', 'diet', 'ngene', 'kwkwkwk']",Negative
@CNNIndonesia hadapi resesi global butuh pemimpin yang Indonesiawi.,hadap resesi global butuh pimpin indonesiawi,"['hadap', 'resesi', 'global', 'butuh', 'pimpin', 'indonesiawi']",Negative
carat lagi semangat danusan banget ya keren jiwa umkmnya siap melawan resesi kah,carat semangat danusan banget keren jiwa umkmnya lawan resesi,"['carat', 'semangat', 'danusan', 'banget', 'keren', 'jiwa', 'umkmnya', 'lawan', 'resesi']",Positive
@handokotjung Tetap semangat belanja dengan dalih membantu Indonesia agar tidak resesi,semangat belanja dalih bantu indonesia resesi,"['semangat', 'belanja', 'dalih', 'bantu', 'indonesia', 'resesi']",Neutral
"Siap atau tidak kehidupan akan terus berjalan, kesampingkan ego buka mata karena ini bukan masalah 1 atau 2 negara saja tapi mencakup kehidupan di bumi. Semoga tidak ada resesi, perdamaian dimana-mana, serta kedamaian dalam berkehidupan. Berdoa kepada Tuhan adlh perisai terbaik.",hidup jalan samping buka mata negara cakup hidup bumi moga resesi damai dimanamana damai hidup doa tuhan adlh perisai baik,"['hidup', 'jalan', 'samping', 'buka', 'mata', 'negara', 'cakup', 'hidup', 'bumi', 'moga', 'resesi', 'damai', 'dimanamana', 'damai', 'hidup', 'doa', 'tuhan', 'adlh', 'perisai', 'baik']",Positive
"Kejadian akan terulang lagi dan lagi nnt. Apa lg issue resesi membuat org jd panik dan stop buying nimbuli uang beredar di pasaran jd kecil dan melambat.
Ingt ya org menengah nih rata2 kerja nya jd ""pedagang"" yg butuh bgt ada perputaran uang di masyarakat.",jadi ulang issue resesi panik stop buying nimbuli uang edar pasar melambatingt tengah kerja dagang butuh putar uang masyarakat,"['jadi', 'ulang', 'issue', 'resesi', 'panik', 'stop', 'buying', 'nimbuli', 'uang', 'edar', 'pasar', 'melambatingt', 'tengah', 'kerja', 'dagang', 'butuh', 'putar', 'uang', 'masyarakat']",Negative
@CNNIndonesia Mangkane ra sah mbahas resesi.marai wong do wedi blanjakke duit...mikirrr,mangkane mbahas resesimarai wedi blanjakke duitmikirrr,"['mangkane', 'mbahas', 'resesimarai', 'wedi', 'blanjakke', 'duitmikirrr']",Neutral
"Ngeri jg kalo resesi, semoga dunia kedepan makin baik-baik saja",ngeri kalo resesi moga dunia depan baikbaik,"['ngeri', 'kalo', 'resesi', 'moga', 'dunia', 'depan', 'baikbaik']",Negative
@sapoeIidi (( Huft. Semua ini salah resesi.,huft salah resesi,"['huft', 'salah', 'resesi']",Negative
Lagi parno sama resesi:(,parno resesi,"['parno', 'resesi']",Negative
"aku terbiasa hidup sederhana tapi kucingku gak mau makan kalo gak rc
awalnya gak peduli mau ada resesi atau nggak, tapi kalo gini… 😹",biasa hidup sederhana kucing makan kalo rcawalnya peduli resesi nggak kalo gin,"['biasa', 'hidup', 'sederhana', 'kucing', 'makan', 'kalo', 'rcawalnya', 'peduli', 'resesi', 'nggak', 'kalo', 'gin']",Positive
Shipper Bekali Daya Tahan UMKM Hadapi Ancaman Resesi Global 2023 https://t.co/CLMJoJVrq6,shipper bekal daya tahan umkm hadap ancam resesi global,"['shipper', 'bekal', 'daya', 'tahan', 'umkm', 'hadap', 'ancam', 'resesi', 'global']",Negative
@ymdhayate inget resesi 2023 kali.,inget resesi kali,"['inget', 'resesi', 'kali']",Negative
"RT @golkarpedia: Saniatul Lativa Apresiasi Strategi Kemenaker Hadapi Ancaman Resesi Global Pada Tahun 2023
#airlanggahartarto #airlanggapem…",saniatul lativa apresiasi strategi kemenaker hadap ancam resesi global,"['saniatul', 'lativa', 'apresiasi', 'strategi', 'kemenaker', 'hadap', 'ancam', 'resesi', 'global']",Negative
"@HaloYanop @shimigir1 Ga takut menghadapi resesi, udh jd juragan kost soalnya ya kak wkwkw",takut hadap resesi juragan kost wkwkw,"['takut', 'hadap', 'resesi', 'juragan', 'kost', 'wkwkw']",Negative
"Menjawab Isu Resesi Indonesia Tahun 2023, Ini Kata Pengamat Ekonomi

https://t.co/Ir9TZtej9S",resesi indonesia amat ekonomi,"['resesi', 'indonesia', 'amat', 'ekonomi']",Negative
2023 resesi ekonomi😩 https://t.co/4WIWnn4qgv,resesi ekonomi,"['resesi', 'ekonomi']",Negative
"RT @kurawa: 40. Jika di tahun 2019 HTMnya sdh 500 M tentu di tahun 2024 akan naik sesuai laju UMP (upah minimum parpol) 🤣.
Anies dan Nasdem…",htmnya sesuai laju upah minimum parpol anies nasdem,"['htmnya', 'sesuai', 'laju', 'upah', 'minimum', 'parpol', 'anies', 'nasdem']",Positive
"RT @Mentimoen: Meta, perusahaan induk Facebook, memecat 11 ribu karyawan karena krisis ekonomi. Demikian juga dgn Salesforce, Apple, Amazon…",meta usaha induk facebook pecat ribu karyawan krisis ekonomi salesforce apple amazon,"['meta', 'usaha', 'induk', 'facebook', 'pecat', 'ribu', 'karyawan', 'krisis', 'ekonomi', 'salesforce', 'apple', 'amazon']",Negative
"RT @Airlangga_nomic: Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menilai, dengan kinerja perekonomian Indonesia yang terjaga…",menteri koordinator bidang ekonomi airlangga hartarto nilai kerja ekonomi indonesia jaga,"['menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'nilai', 'kerja', 'ekonomi', 'indonesia', 'jaga']",Positive
@gusbaster87 Resesi di depan mata wkwkwkwk,resesi mata wkwkwkwk,"['resesi', 'mata', 'wkwkwkwk']",Negative
"Masuk akal sih orang komsumtif di indonesia tinggi dengan gak sadar para komsumtif ini membantu perekonomian Indonesia, mungkin kedepan nya gak kena dampak resesi karena mereka2 ini yg komsumtif 😂.",masuk akal orang komsumtif indonesia sadar komsumtif bantu ekonomi indonesia depan kena dampak resesi komsumtif,"['masuk', 'akal', 'orang', 'komsumtif', 'indonesia', 'sadar', 'komsumtif', 'bantu', 'ekonomi', 'indonesia', 'depan', 'kena', 'dampak', 'resesi', 'komsumtif']",Neutral
"@derpinho313 @chapunk_genit82 @txtdrwidia @camat212 @mindlipstick @Apokrifa22 @winniputry1 @langiiiitttt @_ferdysambo_ @Syyahrirsutan @zulfiarrahman @radixwp @JinNonik @_diajengemy @kevhunt_13 @BoyId22 @AswantGardapati @kuasabu2 @amun_ra2 @Bison239 @Blom_Tobat @korekbiasa @YogaAdrianyoga6 @Jayandaru2020 @DiposuroP @Triasss_2nd @__anomali__ @ocee_me08 @AkhmadAli1402 @littlevixen__ @BarathaAtmadja @balaputra_deva @AlamTimur3 @Antie_KadrunEr @DiptraD @JN_Eri @tockSelank @katzedikke @davidpu68353534 @lestaribanara @AsepIra44314224 @agama_nusantara @Banser_CyberNU @Miduk17 @DakwahPBNU passion ane ntu, upaye ane melestarikan makanan khas betawi, jan sembarangan, kite kuat ngadepin pandemi ampe bise rebound dari jurang resesi nyang bikin PDB minus jadi tumbuh diatas 5% ntu gegara umkm kite kek pedagangan kerak telor ikut puterin roda ekonomi tong",passion upaye lestari makan khas betawi sembarang kite kuat ngadepin pandemi ampe bise rebound jurang resesi nyang bikin minus tumbuh atas gegara umkm kite dagang kerak telor puterin roda ekonomi tong,"['passion', 'upaye', 'lestari', 'makan', 'khas', 'betawi', 'sembarang', 'kite', 'kuat', 'ngadepin', 'pandemi', 'ampe', 'bise', 'rebound', 'jurang', 'resesi', 'nyang', 'bikin', 'minus', 'tumbuh', 'atas', 'gegara', 'umkm', 'kite', 'dagang', 'kerak', 'telor', 'puterin', 'roda', 'ekonomi', 'tong']",Negative
"Ekonomi Inggris mengalami kontraksi 0,2% pada kuartal III-2022. Kondisi ini dipercaya jadi pertanda awal Inggris akan resesi panjang. https://t.co/m5L8g2ZlNO",ekonomi inggris alami kontraksi kuartal kondisi percaya tanda inggris resesi,"['ekonomi', 'inggris', 'alami', 'kontraksi', 'kuartal', 'kondisi', 'percaya', 'tanda', 'inggris', 'resesi']",Positive
"Salah satu konsumen terbesar gandum dan kedelai dunia

Hal kedua menurut Presiden Jokowi Adalah stabilitas finansial kawasan. Presiden menambahkan, ancaman Resesi merupakan tantangan besar bersama dan di tengah situasi sulit seperti saat ini justru kerjasama harus semakin erat https://t.co/UBBTGJu1H2",salah konsumen besar gandum kedelai duniahal presiden jokowi stabilitas finansial kawasan presiden ancam resesi tantang situasi sulit kerjasama erat,"['salah', 'konsumen', 'besar', 'gandum', 'kedelai', 'duniahal', 'presiden', 'jokowi', 'stabilitas', 'finansial', 'kawasan', 'presiden', 'ancam', 'resesi', 'tantang', 'situasi', 'sulit', 'kerjasama', 'erat']",Negative
resesi udh kerasa gk si anjing,resesi rasa anjing,"['resesi', 'rasa', 'anjing']",Negative
Permisi kak William izin bertanya selain investasi dalam kurs dollar apakah investasi di reksadana juga bisa mendatangkan keuntungan di era resesi tahun depan? https://t.co/TaLpZFMx1S,permisi william izin investasi kurs dollar investasi reksadana untung resesi,"['permisi', 'william', 'izin', 'investasi', 'kurs', 'dollar', 'investasi', 'reksadana', 'untung', 'resesi']",Neutral
Ini belajar dari pengalaman Pandemi Covid-19 selama 2 tahun terakhir. https://t.co/HrJjefW45k,ajar alam pandemi covid,"['ajar', 'alam', 'pandemi', 'covid']",Negative
RT @kaivelock: pertanyaan yang sangat tidak bagus dan sangat tidak ditunggu-tunggu dari saudari syabiella. mengenai apakah resesi 2023 berp…,bagus ditunggutunggu saudari syabiella resesi berp,"['bagus', 'ditunggutunggu', 'saudari', 'syabiella', 'resesi', 'berp']",Neutral
"Sebelum resesi terjadi, kami sarankan untuk segera invest di Oruin Dollar karena inflasi. Per sore tadi, sudah segini kurs di counter, kalau mau disiapkan dari sekarang jangan lupa deposito minimal 10.000 ORD agar bisa nego kurs di counter. Kemarin sudah tembus 15.800 loh. https://t.co/NtOXEq2fSX https://t.co/3o6Hv938xr",resesi saran invest oruin dollar inflasi sore gin kurs counter siap lupa deposito minimal nego kurs counter kemarin tembus,"['resesi', 'saran', 'invest', 'oruin', 'dollar', 'inflasi', 'sore', 'gin', 'kurs', 'counter', 'siap', 'lupa', 'deposito', 'minimal', 'nego', 'kurs', 'counter', 'kemarin', 'tembus']",Negative
"kudu siapin dana emergency, buat hadepin resesi katanya wkwk",kudu siapin dana emergency hadepin resesi wkwk,"['kudu', 'siapin', 'dana', 'emergency', 'hadepin', 'resesi', 'wkwk']",Negative
"Terjebak dalam ambisi 
Teringat ini situasi 
Berfikir tanpa rekontruksi
Depresi karena resesi",jebak ambisi situasi berfikir rekontruksidepresi resesi,"['jebak', 'ambisi', 'situasi', 'berfikir', 'rekontruksidepresi', 'resesi']",Negative
"3 Artikel #TERPOPULER

1. Hadapi Gelombang Resesi, Presiden Jokowi: Kita Harus Waspada https://t.co/XDpy2lSM4H",artikel hadap gelombang resesi presiden jokowi waspada,"['artikel', 'hadap', 'gelombang', 'resesi', 'presiden', 'jokowi', 'waspada']",Negative
